source,target,frequency
{'the happy little hippy '},"{'', 'Mael', 'Speak Of The Mignon ', 'Paula '}",4
{'ligia lopes'},{' KathsPaperwork '},1
{'Chiya '},"{'ForDaMik JohnnyDeppIsInnocent Justice', 'Belinda ', 'Lilith Rising', ' Daisy ', ' MSW '}",5
{'Tara Charnow'},"{'Depp s girl ', ' '}",2
{' '},{'Monsieur B'},1
{'Jannie'},{'Teri Carson '},1
{' ad a '},{'Teri Carson '},1
{'Flyrius Lopez'},{'Rwish'},1
{'M21Ly'},{'liza '},1
{'Desert Moon'},{'inchhighpi'},1
{'naty'},{'ThatPandaCat'},1
{'Marta Veronese'},{'Teri Carson '},1
{'Youtube It s Malcolm '},"{'Annpanwoman BTS HAG', 'p60p45', 'Stephanie Brown'}",3
{'MT'},{'Del a '},1
{'jess'},{'Mrs John Christopher Depp II'},1
{'JUSTICE FOR JOHNNY'},"{'', 'fuzz', 'amb', ' ', 'Mariam', 'Marvel Fury'}",6
{'Jaizle Tolentino'},{'chihiro '},1
{'IFOD'},{'inchhighpi'},1
{'nathalya'},{'Robert Sharp '},1
{'Ali Zafar'},{'Michele'},1
{'Ingeborg'},{'Vaielena'},1
{'Mira'},{'res ipsa loquitur savvy '},1
{'Carla'},{'Teri Carson '},1
{'Blue Rose'},{'Daniel Hallquist'},1
{' '},{'Mya'},1
{' '},"{'Alejandra ', 'Olga Kruglova not a bot '}",2
{'4ButtonSoul VTuberEN'},{'Em '},1
{'Lynda'},{'Teri Carson '},1
{'woof aka andresito'},"{'Mrs John Christopher Depp II', 'EleanaBelle'}",2
{'Susanne F '},{'EleanaBelle'},1
{'Julio Kurniawan'},{''},1
{'juan Taylor s Version '},{'Mione48'},1
{'Madeline BLACKLIVESMATTER '},"{'Libby JusticeForJohnnyDepp', 'mary'}",2
{' anis '},{'chihiro '},1
{'Tammy'},{'inchhighpi'},1
{' Feral'},{'Teri Carson '},1
{'Maria Magdalena'},{'Ghost'},1
{'pedrita'},{'TinaFarrar'},1
{'DO'},"{'Horae of Peace', 'Kountry Waldmignon '}",2
{'Fabio VII'},{'James Shala'},1
{'Blake Hutchison'},{'Em '},1
{'LuGui Dubiela BITE ME'},{'Teri Carson '},1
{'Carla F Ellis'},{'Teri Carson '},1
{'saurav parmar'},{'Sam Cooke '},1
{'Azrael '},{'Polly Taika FANATICS'},1
{' '},{' Om Dr mm '},1
{'Karina Rasmussen'},{'inchhighpi'},1
{'jl'},{'Frostea '},1
{'Merkofik R Hill o He ly'},{'Petlover218'},1
{'Beige Rob '},{'Char Bandraoi '},1
{'Nicole'},"{'JusticeForJohnny', 'Kris ', 'tralala'}",3
{'Alejandra Arellano '},"{'Belinda ', 'Em '}",2
{'stiles stilinski kinnie '},{'Johnny is our Grindelwald'},1
{'Adriana'},"{'Fleeee', 'good will', 'NinaRoxx8825'}",3
{'Amber Heard Italia Fans'},{'Vaielena'},1
{'Josh M Ford'},"{' san JusticeForJohnnyDepp ', 'Sasha Wald Mignon', 'Valeria ', 'Gertdog ', 'Em ', 'Fleeee', 'Vaielena', 'if'}",8
{'vaccinated Qween '},{'inchhighpi'},1
{' '},{'MATRIX EXPRESS'},1
{'olive pendergast '},{' MissSkywalker '},1
{'Courtney Jayne '},{'Ghost'},1
{'Xypher O r n ion'},{'Teri Carson '},1
{'Jules M '},{'JusticeForJohnny'},1
{'RKVan'},{'Teri Carson '},1
{'The Geek Buzz'},"{'Elisa Day', ' san JusticeForJohnnyDepp ', 'Depp s Kingdom'}",3
{'That Viking Gamer'},{'Ghost'},1
{'Fuck you TIME '},{'Regina'},1
{'The code is more what you call guidelines'},"{' ', 'The Right Side of the Roaring Rapids', 'Tilda B ', 'Martina Snape ', 'p60p45', 'Rae', 'Dr Jayne B Waldmingon PHD ', 'Libby JusticeForJohnnyDepp', 'epiphany', 'Aury'}",10
{'Stepney'},{'Persephone Justice for Johnny'},1
{'Mudi Bankz '},{'MATRIX EXPRESS'},1
{'bea'},{'java noob'},1
{'Brian K Murphy '},"{'MATRIX EXPRESS', 'inchhighpi', 'Teri Carson ', 'YouGottaBeKiddingMe2121'}",4
{'Sean The Mondasian Cyberman'},"{'Andrea Oldfield', 'RideOrDis'}",2
{' ReaKill black lives still matter '},"{'Teri Carson ', 'Kris ', 'Kountry Waldmignon '}",3
{' Juanqui '},{'seedoftruth '},1
{'Racine'},{'Kris '},1
{'Jules Carlysle'},{' Om Dr mm '},1
{'Ender Buckley'},{' '},1
{'M A Garfias'},{'Princess Consuela Bananahammock'},1
{'Alexandra B'},{'Teri Carson '},1
{'Naisha J'},{'inchhighpi'},1
{' r '},{'Teri Carson '},1
{'Jasnah'},{'Teri Carson '},1
{'Jennifer Coutts'},{'Teri Carson '},1
{' L on u '},{'Teri Carson '},1
{'aman'},{'Ghost'},1
{'That BLM KroenkeOut Bun '},{'Ana Mar a Si ani'},1
{'umbreon '},{'Teri Carson '},1
{' Alyssa M '},"{'Zaynismysunshine', 'Nay Gutierrez', 'Elisa Day', 'Florena ', ' ', 'CancelAmberHeard', 'N', 'Rae', 'Ayma212', 'Mia Miller', 'hazelDEEZnuts', 'Teri Carson ', ' hl '}",13
{'Raven '},"{'JusticeForJohnny', 'Johnny s Angel '}",2
{'Sarah'},{'MATRIX EXPRESS'},1
{'Angela'},{'Kris '},1
{'Agustina'},{'Tilda B '},1
{' IBelieveHim JohnnyDeppWorldDE'},{'inchhighpi'},1
{' '},{'inchhighpi'},1
{'Galitt Cruz'},{'Teri Carson '},1
{'kyo'},{'Teri Carson '},1
{' Luis Alfonso '},{'Teri Carson '},1
{'elena aguado'},{'Teri Carson '},1
{'Daily CrazySexyCool'},{' MaxQ '},1
{'jessica bezzi'},{'Teri Carson '},1
{' '},{'Del a '},1
{'Jeni Wald Mignon '},{'Teri Carson '},1
{'marciamarsia'},"{'amb', 'Rae'}",2
{'Alvie G'},{'Teri Carson '},1
{'Dr Vaccinated '},{'inchhighpi'},1
{'WolfRider'},{''},1
{'Jocelyn Alice'},{'Ghost'},1
{'jeremy king'},{'inchhighpi'},1
{'Glen McGregor'},{'Mariann'},1
{'Camila'},{'Juliana'},1
{'claire '},{' MissSkywalker '},1
{'Marcella'},{'A J Raven'},1
{'Jujubeans'},{'En See Kay'},1
{'Stan do SebbyStan '},"{' Martpunchispunchis', 'brooke'}",2
{'Patrick Ross'},"{'Sharis ', 'Mrs John Christopher Depp II'}",2
{'Gerald'},{'Serpens1984'},1
{' '},"{'Amandah', 'Teri Carson '}",2
{'tj '},"{'Gonja', 'chihiro '}",2
{'Jonas '},{'C Turtle'},1
{'Jamie Serkis '},"{'Nestor Tito Quispe', 'C sar MS'}",2
{'Excited for next year ilovejrpgs86 on minds'},{'Teri Carson '},1
{'Bray Dawn The Soapy Ass Donkey'},"{'Correctacon ', 'Mellie '}",2
{'Deborah V Rose '},{'The Silence Ep Vol 1'},1
{'ForEVERblackWoman'},"{' is off ', 'Belinda ', 'Robin Wald Mignon I support THE TRUTH ', 'Jasmin Wald Mignon'}",4
{'Barnabas'},{'morti ian'},1
{'Madsonovich'},{'Marvel Fury'},1
{' '},"{'ThatPandaCat', 'Caitlin'}",2
{'Tyler Blevins'},"{'Scryndi SouthFloridaThrifter', 'sam', 'Andrea Deledda', 'Libby JusticeForJohnnyDepp'}",4
{'Arely Duque'},{'Mrs John Christopher Depp II'},1
{'Grimm Book'},{'Pomta '},1
{'Sakray'},"{'Sam Cooke ', 'TinaFarrar'}",2
{'dridree'},"{' ', 'Horae of Peace', 'Ghost', ' MSW ', ' Mindy King '}",5
{'tired'},"{' ', 'GG Whitesel', ' MSW ', 'Ghost'}",4
{'Father Pucci '},{'Teri Carson '},1
{' tomiwao eth'},{'tracey powell'},1
{'Modey Moose'},{'inchhighpi'},1
{'Miss Be Ouch To You '},{'SuzannesAccount'},1
{'Dee Jay Bouw '},{'Juliana'},1
{'Mafty Navue Erin'},{'c h l o e '},1
{'Chrissy '},{' Om Dr mm '},1
{'jennifer '},{'Vaielena'},1
{'Fatine '},"{'Teri Carson ', 'Brandy'}",2
{'MummaCaragh'},{'inchhighpi'},1
{'Tara in the 24th 1 2th Century '},{'SimonBarreBrisebois'},1
{'Archie'},{'Samwinchester50'},1
{'Tinita'},{'Pomta '},1
{'LADY FOX '},"{'Nestor Tito Quispe', 'C sar MS'}",2
{'Elizabeth '},{'Teri Carson '},1
{'Mr B'},{'inchhighpi'},1
{'Ada Shelby SaveSheikhJarrah FreePalestine'},{'inchhighpi'},1
{'lu martins otakufest katsucon '},{' '},1
{'The Vince Wylde Show'},{' '},1
{'Helen S'},{'Daddy DeVito'},1
{' CoffeeholiC '},{'good will'},1
{'G'},{'M nik M'},1
{'D B Cooper'},{' '},1
{'windali'},{'Princess Consuela Bananahammock'},1
{' Lonely Path to be Different'},"{'Marvel Fury', 'Milo234', 'Laurel Rise Cor Pace'}",3
{'Ekko Je nae'},{'Nestor Tito Quispe'},1
{'tay'},{'Piter Chambi 144 mil'},1
{' '},"{' Alexandra ', 'Jasmin Wald Mignon', 'Ra l S JusticeForJohnnyDepp', 'Little Pirate ', ' Annalee Perez ', 'Ghost', ' classicpaws ', 'Marvel Fury'}",8
{'sophia m '},{'Libby JusticeForJohnnyDepp'},1
{'Anne Marit'},"{'Piter Chambi 144 mil', 'marlene GraFer'}",2
{'Veerle MadSmylex '},{'danijela'},1
{'Just call me Hen'},{'Mariam'},1
{' lq '},{'Nestor Tito Quispe'},1
{'Wasp '},{'Scryndi SouthFloridaThrifter'},1
{'Krystal '},{'ThatPandaCat'},1
{'MountainGrit'},{'VashtiV mainlines avocados sings like a cat'},1
{'Julie Walton'},{' MSW '},1
{'Kurniawan'},{'Brittney Summers lime '},1
{'Melanie Anne'},{'inchhighpi'},1
{'Poppins'},{'inchhighpi'},1
{' '},{'Movement We Are Not Robots Latin America '},1
{'Anja Khramtsovsky'},{'Ana Mar a Si ani'},1
{' marceloponzo '},"{'Carolina Mejias', 'marlene GraFer'}",2
{'Mary Jo B'},{'Sharis '},1
{' '},{'TheRealLauraB '},1
{' Sonny '},{'inchhighpi'},1
{'Veronica '},"{'JusticeForJohnny', 'TheMadRatter Gwennafran '}",2
{'Mo '},{' is off '},1
{'Alberto Fallen RestoreTheSnyderVerse'},"{'Ren Yo', 'amb', ' classicpaws ', 'Edward D Wood Jr ', 'Justyna', 'Qwerty ', 'TheMadRatter Gwennafran ', 'UNCANCEL JOHNNY DEPP', 'Murmeltier '}",9
{'Max C '},{'PWagersWaldman'},1
{'Collins Enterprise '},{'Teri Carson '},1
{'Simon Didas'},{' Om Dr mm '},1
{' 180122'},{'inchhighpi'},1
{'Patrick Callaghan'},{'inchhighpi'},1
{'giorgia'},{'nickel'},1
{'Wolf'},"{'inchhighpi', 'CrisM', 'Vaielena', 'Horae of Peace'}",4
{'Jess Louise'},"{'Serpens1984', 'teytanus'}",2
{'Arthur Spellman'},"{' ', 'Vaielena'}",2
{'rum'},"{' ', 'Lovely Lemon'}",2
{'Gaaraxsun'},{' '},1
{' '},{' '},1
{' surtos leves e t nues '},{' '},1
{'12NeeNee'},"{'Wendle Robo', ' '}",2
{'Jos Zambrano'},{' '},1
{'Fabi IBelieveHim '},{'Johnny is our Grindelwald'},1
{'Jen '},{'Tilda B '},1
{'Dan Perrins'},{'Kris '},1
{'Diva Cosmic Power'},{'Sweetest Sands ustice or ohnny epp '},1
{'MegJ'},{'Luna JD'},1
{'Felix Wood'},{'Old Man'},1
{' Rosemary s Abortion '},{'Ghost'},1
{'Mione48'},{'TheMadRatter Gwennafran '},1
{'Gilberto A Parra D '},{'VashtiV mainlines avocados sings like a cat'},1
{'ILoveYou3000'},{'Stephanie Brown'},1
{'ALICIA Dinosaur Slayer '},{''},1
{'Arthur Oliveira'},{'Marvel Fury'},1
{'Jaqs'},{' '},1
{'Beanolizer FBNHS GTTO '},{'Kris '},1
{' '},{'Mar a Alejandra'},1
{'Ashley '},"{'senator dani wald mignon ', 'Justice4ALL'}",2
{'Identif cate en esa mond perro hpta'},"{'p60p45', 'BeCurious', 'SIGYN JusticeForJohnnyDepp'}",3
{'lewis hamilton lovebot'},"{' san JusticeForJohnnyDepp ', 'Game Over ', 'Tilda B ', 'Libby JusticeForJohnnyDepp', 'Gonja'}",5
{'Amoreum'},"{'Ren Yo', 'blackrainbowsxo', 'Teri Carson ', 'Marvel Fury'}",4
{'Brandon'},{'Cat '},1
{'WaywardsisterKallel'},{'Samwinchester50'},1
{'Wakanda Queen '},{'Aishacat '},1
{'2L '},{'Robin Wald Mignon I support THE TRUTH '},1
{'Christian'},{'Teri Carson '},1
{'kate'},{'Brian Fellow'},1
{'That One Weird Wolf Dude'},{'Juliana'},1
{'Mar a Alejandra'},"{'Chacun fait c qui lui pla t ', 'vkook aye'}",2
{'Maryanne Fabling Angell '},{'Libby JusticeForJohnnyDepp'},1
{' '},{' '},1
{'jazz '},{'Sally Star'},1
{'Jamie Laffan '},{' cottoncandy903 '},1
{'Hernayeon'},"{'Ghost', 'Libby JusticeForJohnnyDepp'}",2
{'Joanna'},{'Princess Consuela Bananahammock'},1
{'Alhaja Dollaz'},{'Sharis '},1
{'Mar SOSMexico2024'},{'Teri Carson '},1
{'Ani Centeno'},{'Libby JusticeForJohnnyDepp'},1
{'Diamond of the First Water MBA'},{'Teri Carson '},1
{'Thecatinthehat '},"{'Morgan Addams Teague', 'Teri Carson ', 'Sarah'}",3
{'Artform The Heart'},"{'Sam Cooke ', 'Lakota Di', 'Patcar'}",3
{'G x L'},{'JusticeForJohnny'},1
{'Alvin'},{'Scryndi SouthFloridaThrifter'},1
{'Ginny'},{''},1
{'Nathalie Gonz lez'},"{'Ghost', 'epiphany'}",2
{'Ghost'},"{'takeshelternorcal', ' ', 'Jen ', 'deanna pronounced DEENA', 'Haillarsquad', 'JaneSparrow', 'Vaielena', 'irishka kveliashvili', 'if'}",9
{'SIGYN JusticeForJohnnyDepp'},{'irishka kveliashvili'},1
{'Lagos TroubleMaker'},{'Ghost'},1
{' '},"{'Sarah Louise', 'C Turtle', ' Shawn Lunn ', ' what the hell ', ' ', 'Romie ', 'doom', 'Brian K Murphy ', 'Lorestark', 'if'}",10
{'Shannon Erdman'},{'LL'},1
{'Ramiro LilChuy Rincon'},{'LL'},1
{'873'},{'LL'},1
{'Jorge Betancourt '},{'danijela'},1
{'Justice for Johnny '},{'Jen '},1
{'JulieWald mignonne '},{'Steven Capobianco Moonlight Blade 11k 46 000 '},1
{'Refey'},{'Movement We Are Not Robots Latin America '},1
{'Sandra '},{'irishka kveliashvili'},1
{'Merc With The Mouth '},{'MenCourage Philippines'},1
{'Gary Is Hyped For RebelMoon '},{'Caitlin'},1
{'Doug In London '},{'Dr Nu Nu Minamata'},1
{'Chubba Bun'},{'Dr Nu Nu Minamata'},1
{'OSSY'},{'James Shala'},1
{'Natasha Hoffmann'},{'Liono Grinch'},1
{'Staci M'},"{'inchhighpi', 'Pussygalore'}",2
{'Geppetto LivinG VirtualID is BORN not MADE'},{'Ingrid'},1
{'MASON MOUNT'},{'Mrs John Christopher Depp II'},1
{'riri Winter Olympics '},"{'bertboz', 'amb'}",2
{'Hexe'},"{' hl ', 'Pussygalore', 'Ayda'}",3
{'Yo A Nerd'},"{'SweetChastity', 'Crystal smortrainey', 'Kris '}",3
{'violeta p ra'},{'Irma'},1
{'Pablito'},{'inchhighpi'},1
{'ale'},{'Wayweird Sunshine Depp s Army '},1
{'Patricia'},{'Teri Carson '},1
{'TheMadRatter Gwennafran '},{'James Billingham'},1
{'Emmalou'},{'Nathalie Gonz lez'},1
{'Arsalan Baig'},"{'Ra l S JusticeForJohnnyDepp', 'Kristina Depp', 'Alejandra ', 'Olga Romanova', 'Elisabeth'}",5
{'Chef TK Kyle'},{'Katrien Cornelis '},1
{'Em '},"{'Kim', 'Sweetest Sands ustice or ohnny epp '}",2
{'nami '},"{'Ren Yo', 'AN Other', 'Justyna', 'Milo234', 'Rae', 'Alikan'}",6
{'CemAySenpai BLEACH'},{'Belinda '},1
{'Andros Sant'},{'Georgie Macbeth'},1
{'scott putnam'},"{'Ra l S JusticeForJohnnyDepp', 'Allen Shaw Waldman Self Elected Affirmation Fae ', ' ', 'Fleeee', 'Pussygalore', 'aijd'}",6
{' BLM he him '},{'Andrea Oldfield'},1
{'marielis'},{'STOLIAR'},1
{'luke jack '},{'Abuse Has No Gender '},1
{'Annalieze'},{'Abuse Has No Gender '},1
{'Beck '},"{'joby', 'Abuse Has No Gender ', 'brooke'}",3
{'Ethan Trace'},{'blue crow'},1
{'j oa ny '},{'joby'},1
{'commonfamous'},"{'Em ', 'JusticeForJohnny', 'Depp Bot'}",3
{'Salete Regina '},{' MSW '},1
{' '},{' '},1
{'smoth'},{'Ace Riley '},1
{'Oleg Kostko'},{'Milo234'},1
{'Gaye DuCharme'},{'Pussygalore'},1
{'nella'},{'MATRIX EXPRESS'},1
{'Huehuec yotl 0 '},"{'Chantelle Roberts', 'Cha Ba Da'}",2
{'Ms R'},{'Pomta '},1
{'Cuba '},{'The Phantom of the Opera'},1
{'Lagertha'},"{'teytanus', 'Omura Sumitada Jotarai Manzu'}",2
{'SylarAC'},{'Danie '},1
{'jordan'},"{' ', 'Mariam', 'Andrea Oldfield'}",3
{'heather kristine '},{'BeCurious'},1
{' Kerryanne E Wald Mignon '},"{'joby', 'Correctacon ', 'Sally Star'}",3
{'Angie C R '},"{'Caroline', ' ', 'Drew X 12 4 '}",3
{'Abi '},{'GothamSiren92'},1
{'Terri Durr'},{'ker'},1
{'Montse '},"{'Viv ', 'Anja Khramtsovsky'}",2
{' Makhulu Album Out Now'},{'Eskarina'},1
{'BDawgg Survived COVID 19 '},{'Teri Carson '},1
{'Mercedes'},{'Chlo Si'},1
{'Ryan Packing up '},{'p60p45'},1
{'MrsHiddleston'},{' Martpunchispunchis'},1
{'Wholesome Hokage'},{'Danie '},1
{'Angel Mata'},{'LL'},1
{' Martpunchispunchis'},{'Stephanie Brown'},1
{'PaulaAndrea '},"{'Horae of Peace', 'Rebecca Mew JusticeForJohnnyDepp Justice4JenHowell'}",2
{'Sn wflake'},{'LivIsSkyward GHIRAHIM S CHILD '},1
{'Cat Evans'},{'Johnny s Angel '},1
{'Nick Raffa'},{'Carla F Ellis'},1
{'g r hilda'},{'Nicotine Addict'},1
{'Darth Atrius '},{'Johnny is our Grindelwald'},1
{'Bella'},{'T m '},1
{'Azula s Boyfriend'},{'helloitsquack'},1
{'Oreo Cookie'},{'Johnny is our Grindelwald'},1
{'Dale Scoggin'},"{'Sam', 'm a r t y'}",2
{'Ms Christine '},{'Aggie'},1
{''},"{'Ewinters Wald Mignon', 'Libby JusticeForJohnnyDepp'}",2
{' The Juude '},{'Rori KangKook '},1
{'Edith '},{'Stephanie Brown'},1
{'Fabiola Legorreta '},{'Stephanie Brown'},1
{' '},{'Mary Malediction'},1
{'LG6'},{'Hilary Aguilar'},1
{'Elaine Strachan '},{'Mango'},1
{'The greatest green lantern'},"{' ', 'THE ARTF OFFICIAL'}",2
{'Dawn H P'},"{'ForDaMik JohnnyDeppIsInnocent Justice', 'Sharis ', 'Belinda ', 'res ipsa loquitur savvy ', 'NavajoGhost', 'againstdomesticviolence', 'S bm', 'Joey', ' ', 'The Tea of Hollywood', 'Alass ', 'Not a Bot but a Crazy Cute Duckie', 'Bazarette74', ' MSW '}",14
{'Angie '},"{'p60p45', 'Nor33 ', ' Mort Rainey', 'Kountry Waldmignon '}",4
{'Vince Dixon'},"{'magnolia venenosa', 'Marvel Fury'}",2
{'MJJJusticeProject 1Billion4MJ'},{'Kyronn Shurriah'},1
{'Teresa Lima '},{' '},1
{'sandy '},{' hl '},1
{'Steve Brookstein'},"{'Sum Gal ', 'Kerri McCoy', 'L T', 'Ghost', 'Sam Cooke ', 'Tracey Brooks', 'Teri Carson ', 'Stephanie Brown'}",8
{'Tia'},{' Michelle'},1
{'Brandy White'},{'Letty Flores'},1
{'Sergio'},{'Lucy '},1
{'James DiFiore'},{'Solcito'},1
{'Tracey'},{'JusticeForJohnny'},1
{'Gatsby XO '},{'againstdomesticviolence'},1
{'Leicha'},{'Milo234'},1
{'melissa parsons'},{'5 Months Ago'},1
{'Lady Stardust '},{'againstdomesticviolence'},1
{'GRANDPA'},"{' Kerryanne E Wald Mignon ', 'Luna '}",2
{'Peachy77 '},{'Teri Carson '},1
{'Sharis '},{'Teri Carson '},1
{'gaytor '},{'Sum Gal '},1
{'Rosalinda Marie'},{'p60p45'},1
{'Penelope Fassy'},"{'KiP', 'Em ', 'Joe Tamayo', 'PowerLoud Girl ', ' Sugarplum Fairy ', 'RideOrDis', 'Meggi love is love ', 'Depp s girl ', 'Paula ', 'z', 'su', 'NinaRoxx8825', 'Belinda ', 'danijela', 'Fleeee', 'SimonBarreBrisebois', 'CellSation Deppford Wife Wald Mignon', 'Armita', 'Milo234', 'N', 'True Krdnchki'}",21
{'Tallahass33'},{'Dycozen '},1
{'Juan Pablo Trejo RestoreTheSnyderVerse'},"{'good will', 'Kerrin Jam '}",2
{'Kat'},{'Robin Wald Mignon I support THE TRUTH '},1
{'Anissa '},"{'LL', 'JusticeForJohnny'}",2
{'Kathy '},"{'bella ', 'Kilpikonnanyst v '}",2
{'Carlos D Stoneheart'},"{'Caroline', 'Teri Carson ', 'TulsiWouldHaveWon if it wasn t rigged '}",3
{'Sharon Stammers'},{'Gary Webb'},1
{'Vikki Vance'},{'ForDaMik JohnnyDeppIsInnocent Justice'},1
{'PriorPosterior '},{'againstdomesticviolence'},1
{'Keeley Young '},{'Caitlin'},1
{'JD Has My '},"{'Victoria Breakwell Wald Mignon ', 'Caitlin', 'Kelly Smahlt', 'Scryndi SouthFloridaThrifter', 'Kountry Waldmignon '}",5
{'Vicki McKellar'},{'JusticeForJohnny'},1
{'N D Moore'},"{'Elisabeth', 'Libby JusticeForJohnnyDepp'}",2
{'ferit'},"{'Alejandra ', 'JusticeForJohnny', ' Mindy King '}",3
{'Vinicius el del gasoil'},{'Libby JusticeForJohnnyDepp'},1
{'Luis 82'},{'Stephanie Brown'},1
{'Saint Pablo'},{'Alejandra '},1
{'Draku Seele'},{'lenni Wald Mignon'},1
{'J e s s '},{'Libby JusticeForJohnnyDepp'},1
{' '},{' Thistle '},1
{'NANA '},{'Libby JusticeForJohnnyDepp'},1
{'Benjamin Ravanales'},"{'Arezoo', 'Mellie '}",2
{'Maria'},{'Libby JusticeForJohnnyDepp'},1
{'this is a love story'},"{' Thistle ', 'Libby JusticeForJohnnyDepp'}",2
{'Daft Punk 1993 2021 ifloveistheansweryouholdon'},{'Princess Consuela Bananahammock'},1
{' '},{'Kinsey Crosby'},1
{'Hannah Chutzpah '},"{'ForDaMik JohnnyDeppIsInnocent Justice', 'Ewinters Wald Mignon'}",2
{'Ursel Celestine'},{'justice for johnny depp '},1
{'Kimberly'},{' Om Dr mm '},1
{'Sandi Lotz IneverdoubtedyouJD'},"{'Fleeee', 'the quiet one'}",2
{'Kyronn Shurriah'},{'Libby JusticeForJohnnyDepp'},1
{'Andy ETH '},{'Savannah Meyer'},1
{'majella kearney'},{'p60p45'},1
{'Sharon'},{'Stephanie Brown'},1
{'Enrique sort of '},{'President Deadpool'},1
{'Georgina '},"{'chihiro ', 'Milo234', 'Tilda B '}",3
{'The Magnum OpZus'},{'Stephanie Brown'},1
{'millennium falco'},{'againstdomesticviolence'},1
{'Uncle Ari'},{'good will'},1
{'Minna'},{'I live in March 2020'},1
{'Luisa Natasha Corrales Gaona'},{'Kristin Love '},1
{'Kohture Aquaman Lebowski LEGALIZEGIVE BLOOD '},{'Johnny is our Grindelwald'},1
{'Saul '},{'Arezoo'},1
{' Vestraki Be Safe Mask Up '},"{'Underblank ', 'Liono Grinch'}",2
{' Durotimi'},{'Violetsvision justiceforjohnnydepp'},1
{'Lynsey '},{'Amber Heard Italia Fans'},1
{'AllyCat '},"{'MATRIX EXPRESS', 'Belinda ', 'danijela', 'firyal', ' ', 'beanie semi ia ', 'Political Sass', 'Em ', 'N', 'Trinity is watching bleach for the first time', 'carpe', 'Edward ', ' hl ', 'LadyDelishOz'}",14
{'lex '},{'Political Sass'},1
{'Guille'},{''},1
{'Allison Pennell'},{' '},1
{'Jessica Lorraine'},"{'Guilherme Leirosa', ' Mindy King '}",2
{'Vina Samantha'},"{'sheila', 'Robin Wald Mignon I support THE TRUTH '}",2
{'Catherine Rose'},{'good will'},1
{'Ricardo AilloudLoret'},{'FC'},1
{'TatumMarie'},{'Candy811'},1
{'ileMV '},{'Olga Romanova'},1
{'KissFire'},{'Danna Mendez'},1
{'PirateApostle EpilepsyFighter '},{'Cookie depp'},1
{'Katelyn'},{'Cookie depp'},1
{'mindfulness '},{'Cookie depp'},1
{'STOLIAR'},{'Cookie depp'},1
{'Elli'},{'Tilda B '},1
{' Queen 225 '},{'Sandra Deanne'},1
{'NEVIANIDEPP7'},{'Cookie depp'},1
{'Nurit '},{'Cookie depp'},1
{'To My Tailfin'},{'Stepney'},1
{'S Sayyidusy'},{'Louise Hatfield'},1
{'Chopper Boland'},{'Louise Hatfield'},1
{'Matt'},{'Oups Sleepwater'},1
{'oscarluiis'},{'Blake Hutchison'},1
{'Alberto J Velarde'},{'Stephanie Brown'},1
{'Damilare Eluwole '},"{' is off ', 'magnolia venenosa'}",2
{' Vampire'},{'ThatPandaCat'},1
{'El Huttico'},{'Teri Carson '},1
{'Grey Jedi ENTP '},{'Abraham Lincoln'},1
{'brandi'},{'Peglyn'},1
{'Saharl'},{'Ali Adamjee'},1
{'Dani'},"{'good will', 'Libby JusticeForJohnnyDepp'}",2
{'Empress Temi Roronoa '},{'happylion'},1
{'Ms'},{'Murmeltier '},1
{'Aff x tion Singapore'},{'Vaielena'},1
{'Hyke FanOfFisayoSoyombo'},{'VashtiV mainlines avocados sings like a cat'},1
{'Spinatm dchen'},{' '},1
{'Scarlett Batz'},{'Susy'},1
{'dave'},"{'p60p45', 'Libby JusticeForJohnnyDepp'}",2
{'Ami'},{'Bea '},1
{'ckenzieal'},{'Beka'},1
{'R M Tee'},{'Kris '},1
{'DeppHeads United JusticeForJohnnyDepp'},{'Libby JusticeForJohnnyDepp'},1
{'Natarii '},{'inchhighpi'},1
{'Patrick Nestor III'},"{'leilll ', 'S bm'}",2
{' '},{'VashtiV mainlines avocados sings like a cat'},1
{'Darklyn justiceforjohnny ibelievehim'},{'Nor33 '},1
{' '},{'Sujude Wahdan'},1
{'Ashley Rudd'},"{'Sean B ', 'Jacqui', 'Patricia Van Ree IBELIEVEJOHNNYDEPP', 'Forever Your Mama', 'Daniel Piver', 'Stephanie Brown'}",6
{'Arif Muzaki Arsyadani'},"{'ForDaMik JohnnyDeppIsInnocent Justice', 'Horae of Peace', 'Misu Mignonne '}",3
{'Sharon'},"{' san JusticeForJohnnyDepp ', 'Sandra Deanne', 'Tongo Bozzie '}",3
{'JennyD peaceandjustice'},{'Libby JusticeForJohnnyDepp'},1
{'Stephen Seamus O Connor'},"{' ', 'Sandra Deanne', 'bertboz'}",3
{'MD'},{'Sandra Deanne'},1
{'Nat'},"{'Qwerty ', 'donotfallintothetrap'}",2
{' '},{'Johnny is our Grindelwald'},1
{' '},{'Floor Janssen'},1
{'Wi no na da tattoo do fracassado do Diep'},{'Ghost'},1
{'Buzz you re girlfriend WOOF '},{'Valeria '},1
{'Humanus Alice BLM She Her '},{'Libby JusticeForJohnnyDepp'},1
{'Time For Change'},{'Teri Carson '},1
{'Liz Roche'},"{'Horae of Peace', 'Murmeltier '}",2
{' '},{'carol'},1
{'Mandy May'},"{'', 'TerryEllahElsa', 'Mellie '}",3
{' '},{'Milo234'},1
{'Ashley '},{'Stephanie Brown'},1
{'K M'},{'inchhighpi'},1
{'Pumpkin'},{' MissSkywalker '},1
